nom,date,temps,rate,vote,resume,cover
Les Aventuriers de l'arche perdue,1981,1h 55m,8.4,11.0,"En 1936, l 'archéologue et aventurier Indiana Jones est engagé par le gouvernement américain pour trouver l'arche de l'alliance avant que les nazis d'Adolf Hitler ne puissent obtenir ses pouvoirs extraordinaires.","https://m.media-amazon.com/images/M/MV5BMmQ4YmU2NTQtMTg3Zi00YTdmLWFmMzUtZjEyNzgzYTU1ZTI4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Coco,2017,1h 45m,8.4,644.0,"Miguel, musicien en herbe, entre au pays des morts pour retrouver son arrière-arrière-grand-père, un chanteur légendaire alors qu'il a interdiction de jouer de la musique.","https://m.media-amazon.com/images/M/MV5BNTg1NDZkN2MtNDgwMy00NjlmLWJiZWQtMjE2ZmFiM2VjZDM3XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Spider-Man: New Generation,2018,1h 57m,8.4,724.0,Spider-Man traverse des dimensions parallèles et fait équipe avec les Spider-Man de ces dimensions pour mettre fin à une menace pour toute l'humanité.,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Your Name.,2016,1h 46m,8.4,352.0,"Deux étrangers se retrouvent liés d'une étrange manière. Quand une connexion se forme entre eux, la distance sera-t-elle la seule chose qui les séparera?","https://m.media-amazon.com/images/M/MV5BM2U1YzcyOGQtNjY5NC00ZWM0LTk0ZDItMTVhN2E2ODk3MWQ4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
WALL·E,2008,1h 38m,8.4,13.0,"Dans un avenir lointain, un petit robot collecteur de déchets entreprendra par inadvertance un voyage dans l'espace qui décidera en fin de compte du sort de l'humanité.","https://m.media-amazon.com/images/M/MV5BNGMwMjg4MWMtMGRhMi00YzMzLTkxMGQtNTM1NTZmZGQ2NmE4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
La Vie des autres,2006,2h 17m,8.4,426.0,"En 1984, à Berlin-Est, un agent de la police secrète, qui effectue une surveillance sur un dramaturge et sa compagne, se retrouve de plus en plus absorbé par leur vie.","https://m.media-amazon.com/images/M/MV5BMTljZDE4OTItMWM2NC00ZTRkLTlmMjgtMWNhZTUxM2M3MGRiXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
3 Idiots,2009,2h 50m,8.4,456.0,"""Deux amis sont à la recherche de leur compagnon perdu depuis longtemps. Ils revisitent leurs années d'université et se souviennent des souvenirs de leur ami qui les a inspirés à penser différemment, même si le reste du monde les a traités d'""""idiots"""".""","https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
Capharnaüm,2018,2h 6m,8.4,115.0,"Alors qu'il purge une peine de cinq ans pour un crime violent, un garçon de 12 ans intente un procès contre ses parents pour négligence.","https://m.media-amazon.com/images/M/MV5BNDg0NWRhMjYtYTMxMy00MTMwLWI5MGYtMTQwY2FjZTE1MTI4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Bateau,1981,2h 29m,8.4,278.0,"L'univers claustrophobique d'un sous-marin de guerre allemand. Ennui, crasse et terreur pure.","https://m.media-amazon.com/images/M/MV5BY2U1NGE3MDktZGJmNC00NmE4LWFkNGQtZGEzOGE3YTc5MDRmXkEyXkFqcGc@._V1_QL75_UY207_CR34,0,140,207_.jpg"
Maharaja,2024,2h 21m,8.4,66.0,"Un barbier cherche à se venger après le cambriolage de sa maison. Il dit à la police que son ""lakshmi"" a été enlevé, ne sachant pas s'il s'agit d'une personne ou d'un objet. La police ne sait pas s'il s'agit d'une personne ou d'un objet.","https://m.media-amazon.com/images/M/MV5BNDQxYjgzYTAtYTFiMS00ZjhmLWI0ZjItYTI5ZWQ4OWFhYTUyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Boulevard du Crépuscule,1950,1h 50m,8.4,248.0,Un scénariste est engagé pour retravailler le texte d'une ancienne vedette du cinéma muet qui espère un retour triomphant avec ce rôle. De cette collaboration naquit une dangereuse relation amoureuse.,"https://m.media-amazon.com/images/M/MV5BYzI0MmYwM2MtZjFhYi00NjgyLWE2NTItZWEzNzQzODk1NGRhXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Témoin à charge,1957,1h 56m,8.4,149.0,Un avocat britannique chevronné doit défendre son client dans un procès pour meurtre qui ne cesse de surprendre.,"https://m.media-amazon.com/images/M/MV5BNDA2MzY0NzYtYzk1Mi00NDA0LTgxNzYtNmRhNTE2ZDk1N2U2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Laapataa Ladies,2023,2h 2m,8.4,50.0,"Les mésaventures de deux jeunes mariées qui se perdent dans le même train. Des erreurs d'identité aux escapades à mourir de rire, le chaos qui s'ensuit garantit des rires à profusion et des moments réconfortants.","https://m.media-amazon.com/images/M/MV5BZGI5NzVmNDktZWY2Ni00ZGMwLTlhMzctNzJhYTgzZmQ2ZjNjXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
Le dictateur,1940,2h 5m,8.4,248.0,"Dans le ghetto juif vit un petit barbier qui ressemble énormément à Adenoid Hynkel, le dictateur de Tomania qui a décidé l'extermination du peuple juif. Au cours d'une rafle, le barbier est arrêté en compagnie de Schultz, un farouche adversaire d'Hynkel...","https://m.media-amazon.com/images/M/MV5BZGIyZDA4OGYtM2Y1NS00YTZjLWJmZjEtMzQzOTcwZjNhNjMyXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg"
Les Sentiers de la gloire,1957,1h 28m,8.4,225.0,"Après avoir refusé d'attaquer où l'ennemi était ammassée, un général accuse les soldats de lâcheté et leur officier commandant doit leur défendre.","https://m.media-amazon.com/images/M/MV5BN2MyNDAxZTAtNDc4ZC00YjU5LTg2NTYtOTliYzgzY2JiMmUxXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Entre le ciel et l'enfer,1963,2h 23m,8.4,59.0,"À Yokohama, un malfaiteur kidnappe un enfant, qu'il prend pour le fils d'un industriel japonais. Il s'agit en fait du fils de son chauffeur. Le commissaire Tokura est chargé de l'affaire.","https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Kaithi,2019,2h 25m,8.4,46.0,"Une descente de police, un flic blessé et un criminel condamné qui veut rencontrer sa fille pour la première fois ; c'est le récit de ce qui se passe lorsque leurs chemins se croisent dans ce film d'action plein d'émotions.","https://m.media-amazon.com/images/M/MV5BZDk2NWQyMjQtODlkYi00YTJjLTkxMGItMGU0ZDExODI3OWIxXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Drishyam 2,2021,2h 32m,8.4,43.0,Le récit captivant d'une enquête et d'une famille menacée par celle-ci. Georgekutty pourra-t-il protéger sa famille cette fois?,"https://m.media-amazon.com/images/M/MV5BM2Q2YTczM2QtNDBkNC00M2I5LTkyMzgtOTMwNzQ0N2UyYWQ0XkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg"
Asuran,2019,2h 21m,8.4,35.0,"Le fils adolescent d'un fermier d'une caste défavorisée tue un riche propriétaire de la caste supérieure. Le fermier, père aimant et pacifiste convaincu, sera-t-il capable de sauver son fils plus sanguin ?","https://m.media-amazon.com/images/M/MV5BYjgyMGFlNmMtYzkzNy00ZjgyLTljNTItMTg4MmNjYWE5NDM4XkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Dune : Deuxième Partie,2024,2h 46m,8.5,618.0,Paul rejoint les Fremen et cherche à se venger des conspirateurs qui ont détruit sa famille. Il s'efforce d'empêcher un avenir terrible que lui seul peut prédire.,"https://m.media-amazon.com/images/M/MV5BZDcwNzg2ZTEtYzBkZC00NWRmLTg2ZWEtODljZmY2MjVkZGYwXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Gladiator,2000,2h 35m,8.5,17.0,Un ancien général romain cherche à se venger de l'empereur corrompu qui a assassiné sa famille et condamné à l'esclavage.,"https://m.media-amazon.com/images/M/MV5BMTdiODY4ZTktMTc0Ni00MjM0LThmYTYtNjNhNjhjNzA5ZGZmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Parasite,2019,2h 12m,8.5,11.0,"Toute la famille de Ki-taek est au chômage et s'intéresse fortement au train de vie de la richissime famille Park, jusqu'à ce qu'ils soient impliqués dans un incident inattendu.","https://m.media-amazon.com/images/M/MV5BYjk1Y2U4MjQtY2ZiNS00OWQyLWI3MmYtZWUwNmRjYWRiNWNhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Le Prestige,2006,2h 10m,8.5,15.0,"Après un tragique accident, deux magiciens se lancent dans un combat pour créer l'illusion ultime en sacrifiant tout ce qu'ils ont pour déjouer les tours de l'autre.","https://m.media-amazon.com/images/M/MV5BMGZkMGFiMDQtMTE5YS00OTk5LTk4MGQtYTAyOTZkZmQ2ZjAyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Les Infiltrés,2006,2h 31m,8.5,15.0,Un policier en civil et un espion dans la police tentent de s'identifier en infiltrant un gang irlandais à South Boston.,"https://m.media-amazon.com/images/M/MV5BZDJhODZiMTctYzk5NC00ZTFjLWJhNTgtYmQ0ZDQyYTIzOGVjXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Django Unchained,2012,2h 45m,8.5,18.0,"Avec l'aide d'un chasseur de primes allemand, un esclave affranchi tente de sauver sa femme du violent propriétaire d'une plantation du Mississippi.","https://m.media-amazon.com/images/M/MV5BNmQ3YjM3NmItNzQ5OC00ZTdkLWJmNjQtNWQwZTc5NzFmMDY3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Roi lion,1994,1h 28m,8.5,12.0,"Un lionceau prince héritier est convaincu par son oncle perfide qu'il a causé la mort de son père. Désespéré, il s'enfuit en exil pour apprendre seulement à l'âge adulte son identité et ses responsabilités.","https://m.media-amazon.com/images/M/MV5BZmQ4ZmI4NTAtOGI4Mi00YTRhLWEwNGYtMmU2ZjQ3YTZjMDVjXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Whiplash,2014,1h 46m,8.5,11.0,Un jeune batteur prometteur s'inscrit dans un conservatoire de musique renommé où ses rêves de grandeur sont encadrés par un professeur qui ne recule devant rien pour réaliser le potentiel de ses étudiants.,"https://m.media-amazon.com/images/M/MV5BYTcyM2UwODktYTRkOC00M2FkLWI2YmUtMzA4NWM4YzQ5ZGVmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Léon,1994,1h 50m,8.5,13.0,"Matilda, une fillette de 12 ans, est prise à contrecoeur sous l'aile de Léon, un assassin professionnel, après le meurtre de sa famille. Léon et Matilda forment une relation peu habituelle, elle devient sa protégée et apprend le métier d'assassin.","https://m.media-amazon.com/images/M/MV5BMGNjNTIxNjQtMzUzNC00NGE5LWExN2MtMmU1MDlkNGRjMTg1XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
Retour vers le futur,1985,1h 56m,8.5,14.0,"Marty McFly, un lycéen de 17 ans, est accidentellement envoyé trente ans plus tôt avec une voiture DeLorean qui voyage dans le temps, inventé par son ami le scientifique non-conformiste Doc Brown.","https://m.media-amazon.com/images/M/MV5BMTQ0YjFmNTktYjg4OS00ODM0LTkwYzItNTUwMzNjOGE4YTU1XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
"Alien, le 8ème passager",1979,1h 57m,8.5,1.0,"Un vaisseau spatial perçoit une transmission non-identifiée comme un signal de détresse. Lors de son atterrissage, l'un des membres de l'équipage est attaqué par une mystérieuse forme de vie, ils réalisent rapidement que son cycle de vie vient seulement de commencer.","https://m.media-amazon.com/images/M/MV5BNjUzMGMwZGQtNDJlNy00ZmU3LWI5NjAtOTZhNDZlMjY4Yzc5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Spider-Man: Across the Spider-Verse,2023,2h 20m,8.5,446.0,"Miles se catapulte à travers le multivers, en rencontrant une équipe chargée de protéger l'existence du Multivers. Lorsque les héros s'opposent sur la façon de gérer une nouvelle menace Miles doit redéfinir ce que signifie être un héros.","https://m.media-amazon.com/images/M/MV5BNzVlNDhiYzctYWQ0Zi00OTM0LWIwYWQtNGY2NGJiMjBkOWY5XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
Usual Suspects,1995,1h 46m,8.5,12.0,"L'unique survivant d'un horrible combat d'armes à feu raconte les évènements sinistres, qui débutèrent lorsque cinq criminels furent rassemblés par la police pour une session d'identification à priori aléatoire.","https://m.media-amazon.com/images/M/MV5BNmM5NGI0YjQtMTNlYS00NWYyLTg1NDctMDQwNGVmOWJkZmRkXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
American History X,1998,1h 59m,8.5,12.0,Un ancien skinhead néo-nazi tente d'empêcher son jeune frère de suivre la même mauvaise voie que lui.,"https://m.media-amazon.com/images/M/MV5BMzhiOTQ0NDItOTg0Zi00OGVmLWE0OGEtMTI4NDM0NWMxZWU4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Le pianiste,2002,2h 30m,8.5,963.0,Un musicien juif polonais lutte pour survivre à la destruction du ghetto de Varsovie pendant la Seconde Guerre mondiale.,"https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
Le Tombeau des lucioles,1988,1h 28m,8.5,344.0,Un jeune garçon et sa petite soeur luttent pour survivre au Japon pendant la Seconde Guerre mondiale.,"https://m.media-amazon.com/images/M/MV5BZWUwYWM0MmQtNmY3ZC00OTAwLWJkYmItMWVkY2RiMTA4MTFmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Intouchables,2011,1h 52m,8.5,973.0,"Après être devenu tétraplégique à la suite d'un accident de parapente, un aristocrate engage un jeune homme des cités en tant qu'aide-soignant.","https://m.media-amazon.com/images/M/MV5BNWI4M2YzZWEtZThiOS00NDA1LWI2NzctY2FmNDA2ZGM0MDIyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Il était une fois dans l'Ouest,1968,2h 46m,8.5,366.0,Un mystérieux inconnu possédant un harmonica s'associe à un desperado notoire pour protéger une jolie veuve d'un assassin sans scrupule travaillant pour le chemin de fer.,"https://m.media-amazon.com/images/M/MV5BMTc0MDEzOTg5MV5BMl5BanBnXkFtZTgwNDA4OTU0MTE@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Psychose,1960,1h 49m,8.5,749.0,"Lorsqu'une secrétaire de Phoenix détourne 40 000 dollars du client de son employeur, elle part en cavale et arrive dans un motel isolé dont le gérant est un jeune homme sous la domination de sa mère.","https://m.media-amazon.com/images/M/MV5BYjZhMzFiZjItODA3ZC00MmRhLWIzMGYtMmVjOWUwYTA3MTRjXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Casablanca,1942,1h 42m,8.5,629.0,Un propriétaire de boîte de nuit et cynique doit protéger une ancienne flamme et son mari des nazis au Maroc.,"https://m.media-amazon.com/images/M/MV5BN2VlYjQ5N2YtZjg0OS00ZGNmLTk4NzgtN2RmNTkyZWZmNjY1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Cinéma Paradiso,1988,2h 54m,8.5,299.0,"Un cinéaste se souvient de son enfance : son immense amour pour les images au cinéma de son village natal, et sa profonde amitié avec le projectionniste.","https://m.media-amazon.com/images/M/MV5BMTljNzc4YWEtYTZlMS00ODMyLWIwMTAtNWQxY2VkMDEwYTk5XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Fenêtre sur cour,1954,1h 52m,8.5,544.0,Un photographe en fauteuil roulant épie ses voisins depuis la fenêtre de son appartement et finit par être convaincu que l'un d'entre eux a commis un meurtre.,"https://m.media-amazon.com/images/M/MV5BNzIwNDU5MTc1NV5BMl5BanBnXkFtZTgwNDE1NjM0MTE@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Les Temps modernes,1936,1h 27m,8.5,271.0,Charlot peine à vivre dans la société industrielle moderne avec l'aide d'une jeune femme sans abri.,"https://m.media-amazon.com/images/M/MV5BMTYyMTYwNDY1MV5BMl5BanBnXkFtZTgwNzgwODgxNDE@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Les Lumières de la ville,1931,1h 27m,8.5,206.0,Charlot vagabond vient en aide Ã une jeune fleuriste aveugle et se fait passer pour un homme riche. A force de travail il réunit assez d'argent pour que la jeune fille recouvre la vue.,"https://m.media-amazon.com/images/M/MV5BNTM4ODg1MTMxOV5BMl5BanBnXkFtZTgwMjY2MjcyMjE@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Kimetsu no Yaiba: Tsuzumi Yashiki Hen,2021,1h 27m,8.5,31.0,Tanjiro s'aventure dans le sud-sud-est où il rencontre un jeune homme lâche nommé Zenitsu Agatsuma. C'est un camarade survivant de la sélection finale et son moineau demande à Tanjiro de l'aider à le garder dans le droit chemin.,"https://m.media-amazon.com/images/M/MV5BZjQzYWUzMWYtMWNmMi00ZDYxLTgzYmItN2NjYTY2YWEyMzNlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Sita Ramam,2022,2h 43m,8.5,75.0,"La vie du lieutenant Ram change après avoir reçu une lettre d'une fille, Sita. Il la rencontre et l'amour s'épanouit entre eux. De retour dans son camp au Cachemire, il envoie une lettre à Sita qui n'arrivera jamais.","https://m.media-amazon.com/images/M/MV5BOGNiM2UwZWMtZjIxZS00YWJkLWIyNjItOTIyYzI3NTBmMzQyXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
96,2018,2h 38m,8.5,41.0,Deux amoureux du lycée se rencontrent lors d'une réunion après vingt-deux ans et se remémorent leur passé.,"https://m.media-amazon.com/images/M/MV5BNjRjNTBkNWEtYThkNy00OGJjLThjYTMtNmMwZTA0OGUzMmZkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Seven,1995,2h 7m,8.6,19.0,"Deux détectives, une recrue et un ancien combattant, chassent un tueur en série qui utilise les sept péchés capitaux comme motif pour tuer.","https://m.media-amazon.com/images/M/MV5BYjE0MmVmM2YtMDM5MS00ZjhlLThhNTctYmQ2ZDE2NzY4ZjY2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
La Ligne verte,1999,3h 9m,8.6,15.0,"La vie des gardes du couloir de la mort est touchée par l'un de leurs détenus: a homme noir accusé de meurtre et de viol d'enfants, doté d'un pouvoir mystérieux.","https://m.media-amazon.com/images/M/MV5BZjJjNTdhZjAtOGE2Ny00OWU1LTk3MzMtMjgyZTc4ZjJhNmYyXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Le Silence des agneaux,1991,1h 58m,8.6,16.0,"Une jeune élève officier du FBI doit obtenir l'aide d'un tueur cannibale et manipulateur incarcéré afin d'aider à attraper un autre tueur en série, un fou qui retire la peau de ses victimes.","https://m.media-amazon.com/images/M/MV5BZDdkODJlOTEtYTZiMi00NDgyLWE3NWMtZmE5ZTRiMjVkODc2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Il faut sauver le soldat Ryan,1998,2h 49m,8.6,16.0,"À la suite du débarquement en Normandie, un groupe de soldats américains passe derrière les lignes ennemies pour récupérer un parachutiste dont les frères ont été tués au combat.","https://m.media-amazon.com/images/M/MV5BYWM2YzZiYTYtNjU2MC00ZjgxLTk3NWYtM2Q3MWIyOGNiZWMyXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Terminator 2 : Le Jugement dernier,1991,2h 17m,8.6,12.0,"Un cyborg, identique à celui qui n'a pas réussi à tuer Sarah Connor, doit maintenant protéger son fils adolescent d'un cyborg plus avancé et plus puissant.","https://m.media-amazon.com/images/M/MV5BZjAzZTNmNmUtM2Y5YS00MTgzLTg2MzgtNjM1YmFkY2Y0NjIwXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
La cité de Dieu,2002,2h 10m,8.6,834.0,"Dans les bidonvilles de Rio, les chemins de deux enfants divergent à mesure que l'un tente de devenir photographe et l'autre un baron de la drogue.","https://m.media-amazon.com/images/M/MV5BOTg1NTc0NjEtZjUzMy00YzAxLWEwMWItNWViYjM1NGM4NWNlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Voyage de Chihiro,2001,2h 4m,8.6,903.0,"Lorsque sa famille déménage en banlieue, une fillette de dix ans renfrognée découvre un monde régi par des dieux, des sorcières et des esprits où les humains sont transformés en animaux.","https://m.media-amazon.com/images/M/MV5BOWNhM2Y3NmUtN2Y4Ni00YjA1LThjNGItYTlkNTU2MWFkMzNkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Star Wars: Épisode IV - Un nouvel espoir,1977,2h 1m,8.6,15.0,"Luke Skywalker se joint à un chevalier Jedi, un pilote arrogant, un Wookiee et à deux droïdes pour sauver la galaxie de l'Empire, tout en essayant de sauver la princesse Léia du maléfique Dark Vador.","https://m.media-amazon.com/images/M/MV5BODM1NzFkYzYtMmI3OS00MmZkLWFhZDMtOTYyYzIxYzRlMWU1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
La vie est belle,1997,1h 56m,8.6,774.0,"Lorsqu'un bibliothécaire juif ouvert d'esprit et son fils sont victimes de l'Holocauste, il utilise un mélange parfait de volonté, d'humour et d'imagination pour protéger son fils des dangers qui les entourent.","https://m.media-amazon.com/images/M/MV5BNjNmZGIzYmItZTQ0ZC00YzlhLTg4ZTYtMGIwZjljMTJmZTAzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
La vie est belle,1946,2h 10m,8.6,525.0,Un ange est envoyé sur Terre pour aider un homme d'affaires désespérément frustré et lui montrer à quoi la vie aurait ressemblé s'il n'avait jamais existé.,"https://m.media-amazon.com/images/M/MV5BYjU3ZTM2ODQtYzg4Mi00MWQ0LWI2NjktZDBmMDIyMzU0MDQzXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
Les 7 Samouraïs,1954,3h 27m,8.6,382.0,Un village pauvre qui est la cible des attaques de bandits recrute sept samouraïs sans maître pour les défendre.,"https://m.media-amazon.com/images/M/MV5BMTU3NTI2MzExMl5BMl5BanBnXkFtZTgwMzM2OTE4MzE@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Harakiri,1962,2h 13m,8.6,79.0,"Tsugumo, un miséreux rōnin, se rend dans le palais du seigneur de la région pour se faire seppuku. Il souhaite, avant son suicide, raconter son histoire et ses liens avec la précédente personne ayant fait harakiri dans ce lieu.","https://m.media-amazon.com/images/M/MV5BZThiZjU5ZDQtZDI4Mi00ZGYyLTkzOTktYmIzZTFlZTkxYzg5XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
Rocketry: The Nambi Effect,2022,2h 37m,8.6,60.0,"Basé sur la vie du scientifique de l'ISRO Nambi Narayanan qui a été faussement accusé d'être un espion et arrêté en 1994. Bien que libre, il se bat toujours pour la justice.","https://m.media-amazon.com/images/M/MV5BODkyMDUwNWUtOWMxNC00YWZlLWE4MjAtNDZjYTgyN2VmOGJhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Nayakan,1987,2h 25m,8.6,26.0,"Les luttes d'un homme ordinaire contre une police corrompue le placent du mauvais côté de la loi. Il devient un don, qui est aimé et respecté par beaucoup, mais son pouvoir et son influence grandissants font payer un lourd tribut.","https://m.media-amazon.com/images/M/MV5BNDgyNDFhMTgtM2Y5YS00MTczLWJmODktNTAzZGIyYWNjYmFjXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
